350,4.23E-05
351,3.85E-05
352,4.40E-05
353,4.48E-05
354,4.47E-05
355,3.91E-05
356,4.17E-05
357,4.23E-05
358,4.00E-05
359,4.67E-05
360,4.30E-05
361,4.65E-05
362,4.46E-05
363,4.41E-05
364,4.17E-05
365,4.47E-05
366,4.16E-05
367,4.73E-05
368,4.02E-05
369,4.17E-05
370,3.36E-05
371,3.59E-05
372,3.46E-05
373,2.88E-05
374,2.82E-05
375,2.55E-05
376,1.95E-05
377,1.55E-05
378,1.47E-05
379,1.23E-05
380,1.09E-05
381,1.13E-05
382,1.05E-05
383,9.89E-06
384,1.04E-05
385,1.04E-05
386,1.19E-05
387,1.08E-05
388,1.19E-05
389,1.04E-05
390,1.02E-05
391,1.05E-05
392,1.16E-05
393,1.22E-05
394,1.14E-05
395,1.26E-05
396,1.24E-05
397,1.17E-05
398,1.29E-05
399,1.29E-05
400,1.35E-05
401,1.46E-05
402,1.60E-05
403,1.59E-05
404,1.66E-05
405,1.75E-05
406,1.90E-05
407,1.92E-05
408,2.07E-05
409,2.26E-05
410,2.45E-05
411,2.57E-05
412,2.87E-05
413,3.09E-05
414,3.39E-05
415,3.69E-05
416,4.11E-05
417,4.70E-05
418,5.19E-05
419,5.89E-05
420,6.56E-05
421,7.55E-05
422,8.61E-05
423,9.68E-05
424,1.08E-04
425,1.24E-04
426,1.41E-04
427,1.60E-04
428,1.83E-04
429,2.07E-04
430,2.39E-04
431,2.74E-04
432,3.15E-04
433,3.59E-04
434,4.08E-04
435,4.67E-04
436,5.27E-04
437,5.97E-04
438,6.69E-04
439,7.53E-04
440,8.46E-04
441,9.45E-04
442,1.05E-03
443,1.16E-03
444,1.29E-03
445,1.41E-03
446,1.54E-03
447,1.66E-03
448,1.77E-03
449,1.85E-03
450,1.93E-03
451,1.97E-03
452,1.98E-03
453,1.97E-03
454,1.92E-03
455,1.86E-03
456,1.77E-03
457,1.68E-03
458,1.57E-03
459,1.48E-03
460,1.38E-03
461,1.29E-03
462,1.20E-03
463,1.13E-03
464,1.06E-03
465,1.00E-03
466,9.38E-04
467,8.82E-04
468,8.26E-04
469,7.68E-04
470,7.13E-04
471,6.64E-04
472,6.12E-04
473,5.65E-04
474,5.21E-04
475,4.80E-04
476,4.47E-04
477,4.12E-04
478,3.81E-04
479,3.59E-04
480,3.33E-04
481,3.10E-04
482,2.93E-04
483,2.75E-04
484,2.58E-04
485,2.43E-04
486,2.31E-04
487,2.17E-04
488,2.06E-04
489,1.96E-04
490,1.90E-04
491,1.83E-04
492,1.78E-04
493,1.74E-04
494,1.72E-04
495,1.71E-04
496,1.72E-04
497,1.76E-04
498,1.80E-04
499,1.86E-04
500,1.92E-04
501,2.01E-04
502,2.12E-04
503,2.23E-04
504,2.34E-04
505,2.48E-04
506,2.63E-04
507,2.81E-04
508,2.99E-04
509,3.20E-04
510,3.41E-04
511,3.64E-04
512,3.88E-04
513,4.13E-04
514,4.39E-04
515,4.67E-04
516,4.97E-04
517,5.24E-04
518,5.57E-04
519,5.89E-04
520,6.21E-04
521,6.52E-04
522,6.85E-04
523,7.20E-04
524,7.52E-04
525,7.86E-04
526,8.18E-04
527,8.52E-04
528,8.82E-04
529,9.12E-04
530,9.44E-04
531,9.70E-04
532,9.98E-04
533,1.02E-03
534,1.05E-03
535,1.07E-03
536,1.09E-03
537,1.11E-03
538,1.12E-03
539,1.13E-03
540,1.14E-03
541,1.15E-03
542,1.16E-03
543,1.16E-03
544,1.16E-03
545,1.16E-03
546,1.15E-03
547,1.14E-03
548,1.13E-03
549,1.12E-03
550,1.10E-03
551,1.09E-03
552,1.06E-03
553,1.04E-03
554,1.02E-03
555,9.94E-04
556,9.68E-04
557,9.35E-04
558,9.08E-04
559,8.79E-04
560,8.50E-04
561,8.21E-04
562,7.88E-04
563,7.56E-04
564,7.26E-04
565,6.96E-04
566,6.68E-04
567,6.37E-04
568,6.06E-04
569,5.77E-04
570,5.48E-04
571,5.20E-04
572,4.96E-04
573,4.72E-04
574,4.50E-04
575,4.29E-04
576,4.10E-04
577,3.90E-04
578,3.73E-04
579,3.56E-04
580,3.42E-04
581,3.28E-04
582,3.15E-04
583,3.03E-04
584,2.92E-04
585,2.82E-04
586,2.74E-04
587,2.68E-04
588,2.61E-04
589,2.57E-04
590,2.53E-04
591,2.51E-04
592,2.51E-04
593,2.52E-04
594,2.54E-04
595,2.57E-04
596,2.61E-04
597,2.68E-04
598,2.76E-04
599,2.83E-04
600,2.93E-04
601,3.06E-04
602,3.18E-04
603,3.31E-04
604,3.45E-04
605,3.61E-04
606,3.78E-04
607,3.96E-04
608,4.15E-04
609,4.34E-04
610,4.55E-04
611,4.74E-04
612,4.95E-04
613,5.14E-04
614,5.37E-04
615,5.59E-04
616,5.78E-04
617,5.98E-04
618,6.20E-04
619,6.41E-04
620,6.60E-04
621,6.78E-04
622,6.98E-04
623,7.16E-04
624,7.31E-04
625,7.48E-04
626,7.65E-04
627,7.73E-04
628,7.85E-04
629,7.92E-04
630,8.00E-04
631,8.01E-04
632,8.02E-04
633,8.01E-04
634,7.95E-04
635,7.87E-04
636,7.78E-04
637,7.66E-04
638,7.48E-04
639,7.28E-04
640,7.08E-04
641,6.87E-04
642,6.64E-04
643,6.40E-04
644,6.11E-04
645,5.85E-04
646,5.56E-04
647,5.28E-04
648,5.01E-04
649,4.73E-04
650,4.46E-04
651,4.19E-04
652,3.93E-04
653,3.68E-04
654,3.43E-04
655,3.21E-04
656,2.99E-04
657,2.79E-04
658,2.59E-04
659,2.41E-04
660,2.23E-04
661,2.07E-04
662,1.92E-04
663,1.78E-04
664,1.64E-04
665,1.53E-04
666,1.41E-04
667,1.30E-04
668,1.21E-04
669,1.11E-04
670,1.04E-04
671,9.59E-05
672,8.85E-05
673,8.24E-05
674,7.62E-05
675,7.09E-05
676,6.58E-05
677,6.13E-05
678,5.74E-05
679,5.33E-05
680,4.99E-05
681,4.65E-05
682,4.38E-05
683,4.11E-05
684,3.83E-05
685,3.66E-05
686,3.45E-05
687,3.22E-05
688,3.05E-05
689,2.91E-05
690,2.81E-05
691,2.62E-05
692,2.50E-05
693,2.40E-05
694,2.31E-05
695,2.18E-05
696,2.10E-05
697,2.04E-05
698,1.96E-05
699,1.93E-05
700,1.82E-05
701,1.77E-05
702,1.71E-05
703,1.69E-05
704,1.63E-05
705,1.57E-05
706,1.53E-05
707,1.50E-05
708,1.48E-05
709,1.43E-05
710,1.41E-05
711,1.38E-05
712,1.36E-05
713,1.32E-05
714,1.30E-05
715,1.29E-05
716,1.26E-05
717,1.24E-05
718,1.21E-05
719,1.23E-05
720,1.19E-05
721,1.18E-05
722,1.18E-05
723,1.17E-05
724,1.12E-05
